block,streetName,streetType,streetDirection,overall,crack,patch,length,width,dateRated,dateLastOverlay,flushOil,class,pavement,streetID,FID
700,MCBRIDE,ST,N,6,2,4,978,30,4/14,2000,F,Local,6,12577978,4576
800,BURNET,AVE,,5,2,3,769,42,4/15,2002,F,MA,6,12578270,4577
900,GLENWOOD,AVE,,5,3,2,500,36,6/14,2005,F,MA,6,12571846,4578
800,SALINA,ST,S,6,3,2,137,56,4/14,1997,F,Local,6,13002502,4579
900,BALLANTYNE,RD,,5,3,2,255,30,6/14,1991,O,Local,3,12571946,4580
700,MEADOWBROOK,DR,,7,3,5,340,40,6/15,,O,MA,3,13001936,4581
700,GENESEE,ST,E,6,3,3,600,71,4/14,2005,F,PA,6,13017763,4582
700,SUNNYCREST,RD,,7,3,5,370,24,4/14,,O,Local,3,12580983,4583
800,BURNET,AVE,,5,2,3,769,42,4/15,2002,F,MA,6,12578269,4584
900,BELDEN,AVE,W,7,3,4,470,34,4/15,2004,F,Local,6,12573789,4585
900,GRANT,BLVD,,8,4,5,387,35,5/15,2007,F,MA,6,12580498,4586
800,SALT SPRINGS,RD,,6,3,2,450,34,5/14,1999,F,MA,6,12578874,4587
700,GENESEE,ST,E,6,3,3,600,71,4/14,2005,F,PA,6,12577798,4588
700,MEADOWBROOK,DR,,7,3,5,340,40,6/15,,O,MA,3,12578411,4589
800,BUTTERNUT,ST,,7,4,5,495,40,4/14,2006,F,MA,6,12580059,4590
700,TALLMAN,ST,,5,3,3,364,30,4/14,2003,F,CO,6,12573317,4591
700,GENESEE,ST,E,6,3,3,600,71,4/14,2005,F,PA,6,13017762,4592
900,BELLEVUE,AVE,,5,3,2,704,30,3/15,,F,CO,6,12573241,4593
800,BUTTERNUT,ST,,7,4,5,495,40,4/14,2006,F,MA,6,12580060,4594
700,TEALL,AVE,,9,5,5,714,30,4/14,2011,F,PA,6,12580386,4595
700,MERTENS,AVE,,6,3,4,345,25,5/15,2004,O,Local,3,12580489,4596
900,HARRISON,ST,,5,3,3,597,30,4/14,2002,F,MA,,12578108,4597
800,SOUTH,AVE,,6,3,3,690,34,3/14,2002,F,CO,6,12573211,4598
700,GENESEE,ST,W,6,3,3,813,56,4/15,2004,F,PA,6,12573791,4599
900,HAWLEY,AVE,,5,3,2,405,38,4/14,,F,Local,6,12578296,4600
900,BRIGHTON,AVE,E,7,4,3,524,72,5/14,2005,F,MA,4,12576675,4601
800,CADILLAC,ST,,4,2,2,396,26,4/15,,O,Local,3,12580709,4602
800,SOUTH,AVE,,6,3,3,690,34,3/14,2002,F,CO,6,12573212,4603
700,MIDLAND,AVE,,5,3,3,100,30,3/15,2002,F,MA,6,12573237,4604
700,THURBER,ST,,6,3,5,285,27,3/15,2004,O,CO,3,12576995,4605
700,GLENCOVE,RD,,6,3,4,335,29,4/15,2002,O,Local,3,12580990,4606
800,CALEB,AVE,,6,3,5,344,27,4/14,2002,O,Local,3,12580962,4607
700,MILTON,AVE,,6,3,2,385,35,4/15,,F,CO,6,12572848,4608
900,BROAD,ST,,8,4,5,322,36,5/14,2005,F,CO,6,12578402,4609
700,TOMPKINS,ST,,5,3,4,565,33,6/14,1987,F,Local,6,12572697,4610
900,HIGHLAND,ST,,3,2,1,915,27,5/15,,F,Local,6,12580116,4611
800,SOUTH,AVE,,6,3,3,690,34,3/14,2002,F,CO,6,13020773,4612
700,GLENWOOD,AVE,,6,3,2,350,36,6/14,2005,F,MA,6,12571857,4613
700,MONTGOMERY,ST,,9,5,5,378,30,4/15,2002,F,Local,6,12577646,4614
800,CANAL,ST,,3,3,1,354,31,4/14,2002,F,Local,6,12578253,4615
800,SOUTH,AVE,,6,3,3,690,34,3/14,2002,F,CO,6,13020283,4616
900,IRVING,AVE,,3,2,2,660,35,4/14,,F,Local,6,12577446,4617
900,BROAD,ST,,8,4,5,322,36,5/14,2005,F,CO,6,12578404,4618
700,TOMPKINS,ST,,5,3,4,565,33,6/14,1987,F,Local,6,12572696,4619
700,GLENWOOD,AVE,,6,3,2,350,36,6/14,2005,F,MA,6,13028520,4620
800,SOUTH,AVE,,6,3,3,690,34,3/14,2002,F,CO,6,12573210,4621
800,CANAL,ST,,3,3,1,354,31,4/14,2002,F,Local,6,12578260,4622
700,TOMPKINS,ST,,5,3,4,565,33,6/14,1987,F,Local,6,13010362,4623
900,JAMES,ST,,6,3,4,1316,40,4/15,2004,F,PA,6,13028397,4624
700,MOUNTAINVIEW,AVE,,6,3,4,903,27,5/14,,O,Local,3,12578995,4625
900,BURNET,AVE,,5,3,3,587,34,4/14,2002,F,MA,6,12578306,4626
700,GRAND,AVE,,6,3,4,1906,27,6/14,2001,F,MA,6,12573022,4627
800,SPENCER,ST,,7,3,4,375,44,4/14,1990,F,MA,6,12573558,4628
800,CANAL,ST,,5,2,3,771,31,4/15,,F,Local,6,12578253,4629
900,BURNET,AVE,,5,3,3,587,34,4/14,2002,F,MA,6,12578305,4630
700,NEWELL,ST,W,3,2,1,750,36,4/15,,F,Local,6,12571967,4631
900,JAMES,ST,,6,3,4,1316,40,4/15,2004,F,PA,6,12580093,4632
700,TOWNSEND,ST,N,7,4,3,517,35,4/15,2008,F,Local,6,12580003,4633
700,GRANT,BLVD,,8,4,4,301,35,5/15,2007,F,MA,6,12580531,4634
800,STATE,ST,N,3,2,1,512,35,4/14,1993,F,MA,6,12575110,4635
800,CANAL,ST,,5,2,3,771,31,4/15,,F,Local,6,12578260,4636
700,NEWELL,ST,W,3,2,1,750,36,4/15,,F,Local,6,12571973,4637
900,JAMES,ST,,6,3,4,1316,40,4/15,2004,F,PA,6,13028396,4638
700,TULLY,ST,,6,4,2,454,30,6/14,2002,F,Local,6,12573587,4639
900,BUTTERNUT,ST,,7,3,4,450,40,4/14,2003,F,MA,6,12580103,4640
700,HAMILTON,ST,,6,3,4,549,25,4/15,2003,O,Local,3,12572717,4641
800,CANNON,ST,,4,2,3,306,24,5/14,,F,Local,6,12576805,4642
800,STATE,ST,N,3,2,1,512,35,4/14,1993,F,MA,6,12575112,4643
700,NIAGARA,ST,,4,2,2,290,30,4/14,,F,Local,6,12573601,4644
900,JAMESVILLE,AVE,,5,3,3,1128,,5/14,,O,Local,4,12576959,4645
700,TURTLE,ST,,8,4,4,495,27,4/14,2003,F,Local,6,12575315,4646
900,CADILLAC,ST,,7,3,4,132,26,4/15,2006,O,Local,3,12580712,4647
700,HARRISON,ST,,9,5,5,1140,46,4/14,2011,F,MA,6,12577761,4648
800,CARBON,ST,,4,2,2,522,36,4/14,,F,Local,6,12575288,4649
800,STATE,ST,S,5,3,3,552,45,4/14,1992,F,PA,6,12577671,4650
700,NORTHCLIFFE,RD,,6,3,5,327,28,4/14,1998,O,Local,3,12581079,4651
900,LANCASTER,AVE,,3,2,2,780,30,4/14,,F,Local,6,12577605,4652
700,TYSON,PL,,6,3,3,330,24,4/14,,O,Local,3,12581110,4653
900,CALEB,AVE,,7,3,5,285,27,4/15,2002,O,Local,3,12580965,4654
700,HARRISON,ST,,9,5,5,1140,46,4/14,2011,F,MA,6,12577749,4655
800,CLINTON,ST,N,5,3,2,474,40,3/14,,F,Local,4,12575131,4656
700,OAK,ST,,7,4,3,310,35,5/15,1999,F,CO,6,12580124,4657
900,CANAL,ST,,6,3,3,1610,31,4/15,2001,F,Local,4,12578308,4658
700,HARRISON,ST,,9,5,5,1140,46,4/14,2011,F,MA,6,12577762,4659
700,ULSTER,ST,,6,3,3,540,36,4/15,2006,F,Local,6,12572710,4660
900,LANCASTER,AVE,,3,2,2,780,30,4/14,,F,Local,6,12577608,4661
800,STINARD,AVE,,3,2,4,270,27,6/14,,F,Local,6,12571858,4662
700,ONONDAGA,AVE,,7,3,4,327,30,3/14,2005,F,MA,6,12573135,4663
800,STINARD,AVE,,3,2,4,270,27,6/14,,F,Local,6,12571870,4664
900,LEMOYNE,AVE,,7,3,4,525,36,4/14,2001,F,Local,6,12575506,4665
700,HAWLEY,AVE,,4,2,3,348,38,4/15,,F,Local,6,12578283,4666
800,CLINTON,ST,N,5,3,2,474,40,3/14,,F,Local,4,12575094,4667
700,ULSTER,ST,,6,3,3,540,36,4/15,2006,F,Local,6,12572707,4668
900,CANNON,ST,,8,3,5,281,24,6/15,2002,F,Local,6,12576803,4669
700,ONONDAGA,AVE,,7,3,4,327,30,3/14,2005,F,MA,6,12573133,4670
800,STINARD,AVE,,3,2,4,270,27,6/14,,F,Local,6,12571881,4671
700,UNIVERSITY,AVE,,9,5,5,365,30,4/14,1984,F,MA,6,12578101,4672
900,LEMOYNE,AVE,,7,3,4,525,36,4/14,2001,F,Local,6,12575507,4673
900,CARBON,ST,,5,2,3,420,36,4/14,,F,Local,6,12575306,4674
700,HAZELWOOD,AVE,,7,3,5,441,27,5/14,,O,Local,3,13011149,4675
800,CLINTON,ST,S,10,5,5,752,30,6/15,2015,F,MA,6,12573675,4676
800,STINARD,AVE,,3,2,2,560,30,3/14,,F,Local,6,12571858,4677
900,LEMOYNE,AVE,,7,3,4,525,36,4/14,2001,F,Local,6,12575504,4678
700,HAZELWOOD,AVE,,7,3,5,441,27,5/14,,O,Local,3,12578996,4679
800,COLVIN,ST,E,5,3,2,597,36,3/15,1987,F,MA,6,12577494,4680
700,VALLEY,DR,,8,4,5,330,30,4/15,2008,F,MA,6,12571927,4681
900,CLINTON,ST,N,5,3,2,603,30,4/14,2005,O,Local,4,12575073,4682
700,ONONDAGA,ST,W,5,3,2,871,44,4/14,,F,MA,6,12573268,4683
800,STINARD,AVE,,3,2,2,560,30,3/14,,F,Local,6,12571870,4684
900,CLINTON,ST,S,10,5,5,513,30,6/15,2015,F,MA,6,13002505,4685
700,OSTROM,AVE,,6,3,3,1063,28,4/14,2004,F,Local,6,12577589,4686
900,LODI,ST,,6,4,2,320,40,4/15,2004,F,MA,6,12578071,4687
700,VALLEY,DR,,8,4,5,330,30,4/15,2008,F,MA,6,12571926,4688
800,COLVIN,ST,W,8,4,5,95,25,6/14,,F,MA,6,12572150,4689
700,HELEN,ST,,5,3,3,454,27,5/15,,F,Local,6,12580474,4690
900,COLDBROOK,DR,,5,3,2,296,20,6/15,1995,O,Local,3,12564410,4691
700,OSTROM,AVE,,6,3,3,1063,28,4/14,2004,F,Local,6,12577583,4692
700,HIAWATHA,BLVD,E,5,2,3,490,36,4/14,,F,MA,6,12575490,4693
800,COMSTOCK,AVE,,5,3,2,848,36,4/14,2001,F,MA,6,12577558,4694
900,MADISON,ST,,4,2,2,591,30,5/15,1994,F,Local,6,12578130,4695
700,VAN RENSSELAER,ST,,6,3,5,1357,36,4/14,2001,F,Local,6,12575047,4696
800,STINARD,AVE,,3,2,2,560,30,3/14,,F,Local,6,12571881,4697
800,COUGHLIN,AVE,,5,3,3,343,27,5/15,,O,Local,3,12581118,4698
700,OSWEGO,ST,,4,3,2,370,36,4/14,2001,F,Local,6,12573300,4699
700,VELASKO,RD,,8,5,4,317,26,4/14,2009,F,MA,6,12572331,4700
900,MARYLAND,AVE,,4,2,4,1295,24,4/14,1998,F,Local,6,12577612,4701
900,COLVIN,ST,E,5,4,2,343,36,3/15,1987,F,MA,6,13020840,4702
800,STINARD,AVE,,3,2,2,269,27,6/14,,F,Local,6,12571858,4703
700,HICKORY,ST,,7,4,4,587,27,4/14,2001,F,Local,6,12578069,4704
800,COUGHLIN,AVE,,5,3,3,343,27,5/15,,O,Local,3,12581263,4705
900,MCBRIDE,ST,N,7,3,3,507,30,4/15,2008,F,Local,6,12580015,4706
800,STINARD,AVE,,3,2,2,269,27,6/14,,F,Local,6,12571870,4707
700,HIGHLAND,ST,,6,4,3,342,27,5/15,,F,Local,6,12580106,4708
900,COLVIN,ST,E,5,4,2,343,36,3/15,1987,F,MA,6,12577495,4709
700,OTISCO,ST,,9,5,5,797,30,9/14,2012,F,Local,6,12573438,4710
700,VINE,ST,,4,2,4,800,27,4/15,1985,F,Local,6,12580377,4711
800,COURT,ST,,7,4,3,410,34,4/15,2004,F,MA,6,12575326,4712
800,STINARD,AVE,,3,2,2,269,27,6/14,,F,Local,6,12571881,4713
900,MEADOWBROOK,DR,,4,2,3,918,40,5/14,1999,F,MA,6,12578495,4714
700,HILLSIDE,ST,,4,3,2,210,22,4/14,,O,Local,3,12580686,4715
900,COLVIN,ST,W,5,3,3,153,25,6/14,,F,MA,6,12572144,4716
700,OTISCO,ST,,9,5,5,797,30,9/14,2012,F,Local,6,12573442,4717
700,WADSWORTH,ST,,6,4,2,275,27,4/15,2000,F,CO,6,12580646,4718
800,COURT,ST,,7,4,3,410,34,4/15,2004,F,MA,6,12575516,4719
800,STOLP,AVE,,4,2,1,381,35,4/14,,F,Local,6,12572922,4720
900,COLVIN,ST,W,5,3,3,153,25,6/14,,F,MA,6,12572142,4721
700,HIXSON,AVE,,7,4,1,470,27,4/15,1998,O,Local,3,12580394,4722
900,MEADOWBROOK,DR,,4,2,3,918,40,5/14,1999,F,MA,6,13001941,4723
700,WADSWORTH,ST,,6,4,2,275,27,4/15,2000,F,CO,6,12580645,4724
700,PARK,AVE,,6,4,2,840,34,4/15,1996,F,Local,6,12573533,4725
800,COURT,ST,,7,4,3,410,34,4/15,2004,F,MA,6,12575515,4726
800,SUMNER,AVE,,8,4,4,800,24,9/14,2012,F,Local,6,12577600,4727
900,MEADOWBROOK,DR,,4,2,3,918,40,5/14,1999,F,MA,6,12578425,4728
900,COLVIN,ST,W,5,3,3,153,25,6/14,,F,MA,6,13020280,4729
700,PARK,AVE,,6,4,2,840,34,4/15,1996,F,Local,6,12573539,4730
700,WALNUT,AVE,,5,3,2,560,34,4/14,2002,F,CO,6,12578112,4731
700,IRVING,AVE,,4,3,1,1192,35,4/14,2002,F,MA,6,12577750,4732
800,CRAWFORD,AVE,,5,3,4,539,29,5/14,1997,O,Local,3,12578454,4733
800,SUNNYCREST,RD,,7,3,5,354,24,4/14,,O,Local,3,12580984,4734
900,MERTENS,AVE,,6,3,3,315,25,5/15,2004,O,Local,3,12580492,4735
900,COLVIN,ST,W,5,3,3,153,25,6/14,,F,MA,6,12572140,4736
700,PARK,ST,,5,2,3,232,34,4/15,,F,CO,6,12580061,4737
700,WARREN,ST,S,4,3,2,515,38,4/14,1988,F,Local,6,12577643,4738
700,IRVING,AVE,,4,3,1,1192,35,4/14,2002,F,MA,6,13018654,4739
800,CROUSE,AVE,S,5,3,2,405,36,4/14,,F,CO,6,12577754,4740
800,TALLMAN,ST,,6,3,3,338,30,4/14,2003,F,CO,6,12573270,4741
900,MIDLAND,AVE,,6,3,3,465,30,3/15,1996,F,MA,6,12573232,4742
900,COMSTOCK,AVE,,5,3,2,3617,36,5/14,2001,F,MA,6,12577509,4743
700,WATER,ST,E,5,2,3,597,34,4/14,2002,F,Local,6,12578014,4744
700,POND,ST,,6,3,4,495,31,4/14,1999,F,CO,6,12580154,4745
700,IRVING,AVE,,5,3,2,375,35,4/14,,F,Local,6,12577750,4746
800,DANFORTH,ST,,8,4,5,539,30,4/14,2009,F,Local,6,12575318,4747
800,TEALL,AVE,,9,5,5,315,30,4/14,2011,F,PA,6,13011809,4748
900,COMSTOCK,AVE,,5,3,2,3617,36,5/14,2001,F,MA,6,12577557,4749
900,MILTON,AVE,,7,3,5,570,35,4/15,2008,F,CO,6,12572852,4750
700,WEST,ST,S,8,4,5,306,74,3/15,1996,F,Local,6,12573648,4751
700,POND,ST,,6,3,4,495,31,4/14,1999,F,CO,6,12580164,4752
800,DARLINGTON,RD,,5,3,4,401,,4/14,,O,Local,3,12580684,4753
800,TEALL,AVE,,9,5,5,315,30,4/14,2011,F,PA,6,12580388,4754
700,IRVING,AVE,,5,3,2,375,35,4/14,,F,Local,6,13018654,4755
900,COURT,ST,,8,4,5,175,35,4/15,2006,F,MA,6,13012326,4756
900,MONTGOMERY,ST,,6,3,3,406,30,5/14,2001,F,Local,6,12577383,4757
700,WESTCOTT,ST,,6,4,2,697,,5/15,2002,F,CO,6,12578502,4758
700,POND,ST,,6,3,4,495,31,4/14,1999,F,CO,6,12580160,4759
800,DEMONG,DR,,6,3,4,410,23,6/15,2004,O,Local,3,12579571,4760
800,TOWNSEND,ST,N,7,3,4,502,30,4/14,2008,F,Local,6,12580002,4761
900,COURT,ST,,8,4,5,175,35,4/15,2006,F,MA,6,12575518,4762
900,MYRTLE,ST,,5,2,3,669,25,6/14,,O,Local,3,12572770,4763
700,WESTCOTT,ST,,6,4,2,697,,5/15,2002,F,CO,6,12578506,4764
700,POND,ST,,6,3,4,495,31,4/14,1999,F,CO,6,12580165,4765
800,TOWNSEND,ST,S,7,3,4,576,34,4/14,2005,F,CO,6,12577674,4766
800,DEWITT,ST,,8,4,4,665,27,4/14,2009,F,Local,6,12580468,4767
900,COURT,ST,,7,4,4,235,34,4/15,2004,F,MA,6,13012326,4768
700,WESTMORELAND,AVE,,5,5,2,522,27,5/14,,F,Local,6,12578693,4769
900,MYRTLE,ST,,5,2,3,669,25,6/14,,O,Local,3,12572769,4770
700,RAYNOR,AVE,E,6,3,3,344,36,4/14,1992,F,Local,6,12577433,4771
800,TURTLE,ST,,7,4,4,477,27,4/14,2003,F,Local,6,12575509,4772
800,DIVISION,ST,E,5,3,3,330,33,4/14,,O,Local,3,12580169,4773
900,COURT,ST,,7,4,4,235,34,4/15,2004,F,MA,6,12575518,4774
700,WESTMORELAND,AVE,,5,5,2,522,27,5/14,,F,Local,6,13011693,4775
900,NORTHCLIFFE,RD,,9,5,5,342,30,4/14,2011,O,Local,3,12581082,4776
700,RUGBY,RD,,2,1,2,428,24,4/14,1990,F,Local,6,12580453,4777
800,TYSON,PL,,6,3,4,339,24,4/14,,O,Local,3,12581111,4778
900,OAK,ST,,7,4,3,451,35,5/15,2002,F,CO,6,12580136,4779
700,SALINA,ST,N,7,4,5,524,57,4/14,2005,F,MA,6,12575126,4780
700,WILBUR,AVE,S,8,4,4,358,33,4/15,2002,F,CO,6,12573420,4781
900,CRAWFORD,AVE,,6,3,4,554,29,5/14,1997,O,Local,3,12578447,4782
800,UNIVERSITY,AVE,,9,5,5,387,30,4/14,,F,MA,6,12578098,4783
700,SALINA,ST,S,5,3,2,686,56,4/14,1997,F,Local,6,12577378,4784
800,VALLEY,DR,,8,3,5,405,30,4/15,2008,F,MA,6,12571935,4785
700,WILLIS,AVE,,8,4,5,400,36,4/15,2004,F,Local,6,12572815,4786
700,SALINA,ST,S,5,3,2,686,56,4/14,1997,F,Local,6,12577377,4787
800,VALLEY,DR,,8,3,5,405,30,4/15,2008,F,MA,6,12571925,4788
700,WILLOW,ST,E,6,3,4,438,34,4/14,,O,Local,6,12577983,4789
700,SALT SPRINGS,RD,,6,3,3,519,34,5/14,1999,F,MA,6,12578768,4790
800,VAN RENSSELAER,ST,,6,3,5,1515,36,4/14,2001,F,Local,6,12575011,4791
700,WINKWORTH,PKWY,,7,3,5,211,30,3/15,2002,O,Local,3,12571593,4792
700,SALT SPRINGS,RD,,6,3,3,519,34,5/14,1999,F,MA,6,12578767,4793
800,VAN RENSSELAER,ST,,6,3,5,1515,36,4/14,2001,F,Local,6,12575007,4794
700,WINKWORTH,PKWY,,7,3,5,211,30,3/15,2002,O,Local,3,13002186,4795
800,VELASKO,RD,,8,4,5,253,26,4/14,2009,F,MA,6,12572322,4796
700,WINTON,ST,,6,3,5,295,32,4/14,2004,O,Local,6,12580379,4797
800,VINE,ST,,6,3,4,204,27,4/15,2002,F,Local,6,12580375,4798
700,WOLCOTT,AVE,,6,3,2,438,27,4/14,1991,F,Local,6,12572889,4799
800,WADSWORTH,ST,,6,3,3,425,27,4/15,8399,F,CO,6,12580660,4800
900,ONONDAGA,ST,W,5,3,4,183,34,4/14,,F,MA,6,12573251,4801
900,ONONDAGA,ST,W,5,3,4,183,34,4/14,,F,MA,6,12573245,4802
900,PARK,AVE,,6,4,2,1040,34,4/15,2002,F,Local,6,12573505,4803
900,PARK,ST,,5,2,3,290,34,4/15,,F,CO,6,12580063,4804
900,POND,ST,,6,3,3,257,27,4/14,1999,F,CO,6,12580214,4805
900,POND,ST,,6,3,3,257,27,4/14,1999,F,CO,6,12580207,4806
900,RUGBY,RD,,6,3,4,324,,4/14,1997,F,Local,6,12580443,4807
900,SALINA,ST,N,8,4,5,507,70,4/14,2003,F,MA,6,12575178,4808
900,SALINA,ST,S,6,4,2,412,56,4/15,2002,F,Local,6,12577369,4809
900,SALT SPRINGS,RD,,6,4,2,726,36,5/14,1999,F,MA,3,12578875,4810
900,SALT SPRINGS,RD,,6,4,2,726,36,5/14,1999,F,MA,3,12578883,4811
900,SALT SPRINGS,RD,,6,4,2,726,36,5/14,1999,F,MA,3,13017650,4812
900,SOUTH,AVE,,6,3,3,243,34,3/14,2002,F,MA,6,13020775,4813
900,SOUTH,AVE,,6,3,3,243,34,3/14,2002,F,MA,6,12573189,4814
900,SPENCER,ST,,7,4,3,348,44,4/14,,F,MA,6,12574984,4815
900,SPENCER,ST,,7,4,3,348,44,4/14,,F,MA,6,12574989,4816
900,SPRING,ST,,6,3,3,297,27,4/14,,F,Local,6,12575302,4817
900,STATE,ST,N,3,2,1,507,35,4/14,1993,F,MA,6,12575113,4818
900,STATE,ST,S,5,3,1,1056,45,4/15,,F,PA,6,13002524,4819
900,STATE,ST,S,5,3,1,1056,45,4/15,,F,PA,6,12577660,4820
900,STATE,ST,S,5,3,1,1056,45,4/15,,F,PA,6,13002525,4821
900,STOLP,AVE,,4,2,4,343,35,4/14,,F,Local,6,12572920,4822
900,STOLP,AVE,,4,2,4,343,35,4/14,,F,Local,6,12572918,4823
900,SUNNYCREST,RD,,6,3,3,276,24,4/14,,O,Local,3,12580986,4824
900,TALLMAN,ST,,6,3,4,327,30,4/14,2003,F,CO,6,12573269,4825
900,TEALL,AVE,,9,5,5,339,30,4/14,2011,F,PA,6,12580395,4826
900,TEALL,AVE,,9,5,5,339,30,4/14,2011,F,PA,6,12580389,4827
900,TOWNSEND,ST,N,5,4,1,540,30,4/14,1999,F,Local,6,12580009,4828
900,TOWNSEND,ST,S,8,4,2,921,34,4/14,2004,F,Local,6,12577666,4829
900,TURTLE,ST,,4,3,3,705,27,4/14,,O,Local,3,12575513,4830
900,TURTLE,ST,,4,3,3,705,27,4/14,,O,Local,3,12575522,4831
900,TYSON,PL,,5,3,4,372,24,4/14,,O,Local,3,12581256,4832
900,VALLEY,DR,,8,4,5,290,30,4/15,2008,F,MA,6,12571781,4833
900,VALLEY,DR,,8,4,5,290,30,4/15,2008,F,MA,6,12571782,4834
900,VELASKO,RD,,8,5,4,312,26,4/14,2009,F,MA,6,12572318,4835
900,VELASKO,RD,,8,5,4,312,26,4/14,2009,F,MA,6,13002140,4836
900,VINE,ST,,7,4,5,408,27,4/15,2002,F,Local,6,12580357,4837
900,WADSWORTH,ST,,6,4,3,845,27,4/15,8399,F,CO,6,12580658,4838
900,WALNUT,AVE,,4,2,2,412,34,4/14,,F,CO,6,12577578,4839
900,WESTCOTT,ST,,6,3,3,681,30,6/15,2007,F,CO,6,12578476,4840
900,WESTMORELAND,AVE,,7,4,3,790,28,5/14,2005,F,Local,6,12578498,4841
900,WILLIS,AVE,,7,4,4,590,36,4/15,2004,F,Local,6,13013155,4842
900,WILLIS,AVE,,7,4,4,590,36,4/15,2004,F,Local,6,12572797,4843
900,WILLIS,AVE,,7,4,4,590,36,4/15,2004,F,Local,6,13013154,4844
900,WILLOW,ST,E,3,2,2,600,35,4/14,1993,F,Local,6,12580074,4845
900,WOLF,ST,,6,3,3,515,42,4/15,2003,F,MA,6,12575531,4846
100,CHARLOTTE,ST,,6,3,3,1003,18,6/14,1999,O,Local,3,12572795,1
100,BALDWIN,AVE,,6,3,2,1007,27,4/15,1991,O,Local,3,12571994,2
0,KINGSLEY,PL,,5,2,4,606,0,4/15,,,Local,,12572861,3
100,CHARMOUTH,DR,,4,2,2,792,27,4/15,1991,O,Local,3,12572041,4
100,BERTRAM,PL,,6,3,4,1060,28,4/15,2004,O,Local,3,12572064,5
100,BALL,CIR,,5,3,2,1031,26,5/14,,O,Local,3,12576912,6
100,ABERDEEN,TER,,6,3,4,530,22,4/14,1988,O,Local,3,12581174,7
100,CHATHAM,PL,,5,2,3,317,26,4/15,1998,O,Local,3,12580710,8
100,CHATHAM,RD,,6,3,3,898,27,4/14,2003,F,Local,6,12580500,9
100,BERWYN,AVE,,5,3,2,634,22,5/14,,O,Local,3,12577307,10
100,ACADEMY,PL,,6,4,2,588,28,4/15,,O,Local,3,12576512,11
100,BALLANTYNE,RD,,8,4,4,805,31,5/14,2004,F,Local,4,13028538,12
100,CHELTENHAM,RD,E,6,3,4,760,25,6/15,,O,Local,3,12576530,13
100,BEVERLY,RD,,8,5,4,898,24,3/14,2009,F,Local,4,12573141,14
100,CHELTENHAM,RD,N,5,2,3,479,24,6/15,,O,Local,3,12576548,15
100,BISHOP,AVE,,5,3,1,690,30,6/14,,F,Local,6,12572116,16
100,CHELTENHAM,RD,W,6,3,5,745,24,6/15,1999,O,Local,3,12576510,17
100,BISSELL,ST,E,5,3,3,898,23,3/14,1990,O,Local,3,12573177,18
100,BALLANTYNE,RD,,8,4,4,805,31,5/14,2004,F,Local,4,12576746,19
100,ACADEMY,ST,,8,4,4,325,25,4/15,1996,O,Local,3,12571714,20
100,CHEMUNG,ST,,6,3,3,338,36,4/15,,F,Local,6,12574860,21
100,BISSELL,ST,W,6,4,3,686,24,3/14,1990,O,Local,3,12573172,22
100,CHENEY,ST,,7,4,3,792,27,3/15,2002,F,Local,6,12573155,23
100,BLAINE,ST,,10,5,5,634,25,10/13,2013,F,Local,6,12573332,24
100,CHENEY,ST,,7,4,3,792,27,3/15,2002,F,Local,6,12573154,25
100,CHENEY,ST,,7,4,3,792,27,3/15,2002,F,Local,6,12573160,26
100,BLOSSOM,RD,,5,3,3,429,26,5/14,1996,O,Local,3,12578748,27
100,CHENNAULT,DR,,7,3,5,274,19,3/15,2004,O,Local,3,12578500,28
100,BOISE,DR,,8,4,5,265,24,5/15,2006,F,Local,6,12576976,29
100,CHERRY,ST,,7,4,4,372,34,4/14,2001,O,Local,3,13001971,30
100,BORDEN,AVE,E,4,3,1,550,33,5/14,1991,F,Local,6,12577250,31
100,BORDEN,AVE,W,8,4,4,585,27,5/14,2005,F,Local,6,12577243,32
100,CHERRY,ST,,7,4,4,372,34,4/14,2001,O,Local,3,12578205,33
100,BOSTON,ST,,5,3,3,290,26,4/14,1985,O,Local,3,12581282,34
100,CHESTER,ST,,5,3,1,792,27,3/14,1990,O,Local,3,12573226,35
100,BOYDEN,ST,,3,2,2,615,27,4/15,1985,F,Local,6,12580373,36
100,CHURCHILL,AVE,,7,4,4,175,24,6/15,,O,Local,3,12576754,37
100,CONAN,ST,,5,3,2,483,23,4/15,,O,Local,3,13009802,38
100,ADAMS,ST,E,10,5,5,176,64,6/15,2015,F,Local,6,12577644,39
100,BALLARD,AVE,,5,3,3,375,,3/15,,O,Local,3,12573229,40
100,BRACE,ST,,8,4,4,581,21,4/14,2005,O,Local,3,12575519,41
100,CIRCLE,RD,,7,4,3,909,24,5/15,2007,F,Local,6,12577510,42
100,CONCORD,PL,,9,5,5,739,34,5/14,2011,F,Local,6,13011166,43
100,BARKER,AVE,,5,2,4,178,30,4/14,2001,O,Local,3,12573771,44
100,ADAMS,ST,W,8,3,5,352,64,4/14,2000,F,Local,6,12573680,45
100,CONCORD,PL,,9,5,5,739,34,5/14,2011,F,Local,6,13011168,46
100,AINSLEY,DR,,6,3,2,411,26,5/14,,F,CO,3,12576914,47
100,BARNES,AVE,,5,3,3,317,27,4/15,1991,O,Local,3,12571901,48
100,CONCORD,PL,,9,5,5,739,34,5/14,2011,F,Local,6,13011167,49
100,CIRCLE,RD,,7,4,3,909,24,5/15,2007,F,Local,6,13006931,50
